Offense charged,"Total
all ages","Ages
under 15","Ages
under 18","Ages 18
and over","Under
10",10-12,13-14,15,16,17,18,19,20,21,22,23,24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,"65 and
over",,
TOTAL,"78,11,085","1,65,342","5,53,620","72,57,465","3,501","38,304","1,23,537","1,04,148","1,29,078","1,55,052","2,15,132","2,31,089","2,33,876","2,39,463","2,43,844","2,49,783","2,81,034","13,46,362","11,42,905","9,45,178","6,36,963","5,17,234","4,13,491","3,02,942","1,54,935","1,03,234", , 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
