Offense charged,"Total
all ages","Ages
under 15","Ages
under 18","Ages 18
and over","Under
10",10-12,13-14,15,16,17,18,19,20,21,22,23,24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,"65 and
over",
TOTAL,"82,47,591","1,80,638","6,34,535","76,13,056","4,068","41,120","1,35,450","1,18,535","1,51,827","1,83,535","2,47,740","2,69,926","2,69,446","2,71,068","2,75,879","2,84,341","2,91,223","14,25,012","11,75,300","9,47,455","6,35,335","5,39,644","4,36,109","3,00,274","1,45,888","98,416",
